identifier,date,report,desc,title,for,against,abstention,no_show,excused
193011,2026-05-20,,,§ 23,,,,0,0
193012,2026-05-20,B10-0245/2026,,B10-0245/2026 – Citation 7,426,192,17,0,0
193013,2026-05-20,B10-0245/2026,,B10-0245/2026 – Citation 11,464,134,30,0,0
193014,2026-05-20,,,Citation 21,,,,0,0
193015,2026-05-20,B10-0245/2026,,B10-0245/2026 – Citation 25,451,145,52,0,0
193016,2026-05-20,B10-0245/2026,,B10-0245/2026 – After recital C – Am 1,201,438,4,0,0
193017,2026-05-20,B10-0245/2026,,B10-0245/2026 – After recital D – Am 10,187,440,18,0,0
193022,2026-05-20,,,Recital F,,,,0,0
193023,2026-05-20,,,Recital F,,,,0,0
193024,2026-05-20,,,Recital S,,,,0,0
193025,2026-05-20,,,Recital W,,,,0,0
193026,2026-05-20,B10-0245/2026,,B10-0245/2026 – Motion for a resolution (as a whole),347,165,25,0,0
193029,2026-05-20,,,Recital D,,,,0,0
193030,2026-05-20,,,Recital D,,,,0,0
193031,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – § 3 – Am 25,198,366,6,0,0
193032,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – § 6 – Am 27,187,380,3,0,0
193033,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – § 8 – Am 29D,191,371,8,0,0
193034,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – § 9 – Am 30D,158,374,36,0,0
193036,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – § 9/1,422,83,66,0,0
193037,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – § 9/2,306,225,38,0,0
193038,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – § 18 – Am 34D,198,354,14,0,0
193039,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – § 21 – Am 35,205,262,96,0,0
193040,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – § 22 – Am 36,208,264,94,0,0
193041,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – § 35,551,12,5,0,0
193042,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – After § 36 – Am 1,158,398,11,0,0
193043,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – After § 36 – Am 2,202,346,19,0,0
193044,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – After § 36 – Am 3,205,344,17,0,0
193045,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – After § 36 – Am 4,279,121,167,0,0
193047,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – After § 36 – Am 5/1,388,120,62,0,0
193048,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – After § 36 – Am 5/2,226,296,46,0,0
193049,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – § 37,391,90,84,0,0
193050,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – § 40,531,24,13,0,0
193051,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – § 43 – Am 12,501,49,15,0,0
193052,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – § 55 – Am 42D,166,356,40,0,0
193053,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – § 56 – Am 43,162,384,20,0,0
193055,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – § 56/1,378,171,16,0,0
193056,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – § 56/2,537,26,3,0,0
193057,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – Recital A – Am 13,293,263,10,0,0
193059,2026-05-21,,,After recital D,,,,0,0
193060,2026-05-21,,,After recital D,,,,0,0
193062,2026-05-21,,,Recital S,287,264,8,0,0
193063,2026-05-21,,,Recital S,,,,0,0
193064,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – Recital Y – Am 6,122,432,4,0,0
193065,2026-05-21,A10-0121/2026,,A10-0121/2026 – Isabella Lövin – Recital AY – Am 7,175,378,2,0,0
193068,2026-05-21,B10-0244/2026,,After § 7,,,,0,0
193069,2026-05-21,B10-0244/2026,,After § 8,,,,0,0
193079,2026-05-21,B10-0244/2026,,After recital R,,,,0,0
193081,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – § 14",496,7,35,0,0
193082,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – After § 14 – Am 2",181,342,20,0,0
193083,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – § 15",460,14,64,0,0
193084,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – § 19",505,29,9,0,0
193085,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – § 22",321,118,102,0,0
193086,2026-05-21,,,§ 27,,,,0,0
193087,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – After § 28 – Am 3",190,311,39,0,0
193089,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – § 36/1",472,33,33,0,0
193090,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – § 36/2",299,134,103,0,0
193092,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – § 37/1",286,182,65,0,0
193093,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – § 37/2",245,275,20,0,0
193094,2026-05-21,,,§ 38,334,135,70,0,0
193095,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – § 43",261,105,174,0,0
193097,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – § 49/1",421,77,33,0,0
193098,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – § 49/2",358,134,30,0,0
193099,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – § 53",248,158,114,0,0
193100,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – § 55",373,76,79,0,0
193101,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – § 58",507,3,16,0,0
193102,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – § 64",266,234,25,0,0
193103,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – § 79",327,154,31,0,0
193104,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – § 81",307,146,58,0,0
193105,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – § 83",427,42,42,0,0
193107,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – Recital A/1",437,28,48,0,0
193108,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – Recital A/2",303,178,27,0,0
193109,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – Recital F",473,12,26,0,0
193111,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – Recital R/1",384,113,13,0,0
193112,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – Recital R/2",320,152,34,0,0
193114,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – Recital S/1",344,111,50,0,0
193115,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – Recital S/2",273,160,79,0,0
193116,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – Recital AC",238,217,57,0,0
193117,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – Recital AF",285,198,30,0,0
193118,2026-05-21,A10-0083/2026,,"A10-0083/2026 – Eleonora Meleti, Rosa Estaràs Ferragut – Recital AH",294,144,70,0,0
193313,2026-05-21,A10-0137/2026,,A10-0137/2026 – Ralf Seekatz – Decision to enter into interinstitutional negotiations,294,192,90,0,0
193314,2026-05-21,A10-0138/2026,,A10-0138/2026 – Ralf Seekatz – Decision to enter into interinstitutional negotiations,294,194,86,0,0
193315,2026-05-21,A10-0139/2026,,A10-0139/2026 – Jens Gieseke – Decision to enter into interinstitutional negotiations,369,126,84,0,0
193316,2026-05-20,,,"§ 1, point ab",,,,0,0
193330,2026-05-21,B10-0244/2026,,B10-0244/2026 – § 1 – Am 3= 5=,181,267,25,0,0
193331,2026-05-21,B10-0244/2026,,B10-0244/2026 – After § 12 – Am 15,146,316,6,0,0
193332,2026-05-21,B10-0244/2026,,B10-0244/2026 – After § 15 – Am 11,75,330,65,0,0
193333,2026-05-21,B10-0244/2026,,B10-0244/2026 – § 17 – Am 6,168,300,6,0,0
193334,2026-05-21,B10-0244/2026,,B10-0244/2026 – After § 17 – Am 7,160,296,14,0,0
193336,2026-05-21,B10-0244/2026,,B10-0244/2026 – § 18/1,323,97,55,0,0
193337,2026-05-21,B10-0244/2026,,B10-0244/2026 – § 18/2,303,165,5,0,0
193338,2026-05-21,B10-0244/2026,,B10-0244/2026 – § 18/3,313,94,58,0,0
193339,2026-05-21,B10-0244/2026,,B10-0244/2026 – After § 21 – Am 8,167,294,11,0,0
193340,2026-05-21,B10-0244/2026,,B10-0244/2026 – After § 21 – Am 9,160,300,13,0,0
193341,2026-05-21,B10-0244/2026,,B10-0244/2026 – After recital B – Am 4,164,288,19,0,0
193342,2026-05-21,B10-0244/2026,,B10-0244/2026 – After recital E – Am 10,87,353,32,0,0
193343,2026-05-21,B10-0244/2026,,B10-0244/2026 – Recital F – Am 1= 2=,243,211,19,0,0
193344,2026-05-21,,,Recital F,,,,0,0
193345,2026-05-21,B10-0244/2026,,B10-0244/2026 – Motion for a resolution (as a whole),395,12,41,0,0
193350,2026-05-21,B10-0248/2026,,B10-0248/2026,,,,0,0
193351,2026-05-21,B10-0250/2026,,B10-0250/2026,,,,0,0
193352,2026-05-21,B10-0253/2026,,B10-0253/2026,,,,0,0
193353,2026-05-21,B10-0256/2026,,B10-0256/2026,,,,0,0
193354,2026-05-21,B10-0257/2026,,B10-0257/2026,,,,0,0
193355,2026-05-21,B10-0264/2026,,B10-0264/2026,,,,0,0
193360,2026-05-21,,,After § 4,,,,0,0
193370,2026-05-21,B10-0259/2026,,B10-0259/2026,,,,0,0
193371,2026-05-21,B10-0260/2026,,B10-0260/2026,,,,0,0
193372,2026-05-21,B10-0261/2026,,B10-0261/2026,,,,0,0
193373,2026-05-21,B10-0262/2026,,B10-0262/2026,,,,0,0
193374,2026-05-21,B10-0263/2026,,B10-0263/2026,,,,0,0
193375,2026-05-21,B10-0265/2026,,B10-0265/2026,,,,0,0
193376,2026-05-21,B10-0266/2026,,B10-0266/2026,,,,0,0
193379,2026-05-21,,,§ 4,,,,0,0
193386,2026-05-21,B10-0246/2026,,B10-0246/2026,,,,0,0
193387,2026-05-21,B10-0247/2026,,B10-0247/2026,,,,0,0
193388,2026-05-21,B10-0249/2026,,B10-0249/2026,,,,0,0
193389,2026-05-21,B10-0251/2026,,B10-0251/2026,,,,0,0
193390,2026-05-21,B10-0252/2026,,B10-0252/2026,,,,0,0
193391,2026-05-21,B10-0254/2026,,B10-0254/2026,,,,0,0
193392,2026-05-21,B10-0255/2026,,B10-0255/2026,,,,0,0
193393,2026-05-21,B10-0258/2026,,B10-0258/2026,,,,0,0
193394,2026-05-21,B10-0248/2026,,RC-B10-0248/2026 – § 6 – Am 1,87,415,65,0,0
193395,2026-05-21,B10-0248/2026,,RC-B10-0248/2026 – Motion for a resolution (as a whole),469,38,62,0,0
193396,2026-05-21,B10-0260/2026,,RC-B10-0260/2026 – After § 1 – Am 9,240,312,20,0,0
193397,2026-05-21,B10-0260/2026,,RC-B10-0260/2026 – After § 2 – Am 10,72,459,37,0,0
193398,2026-05-21,B10-0260/2026,,RC-B10-0260/2026 – § 4 – Am 3,178,379,12,0,0
193399,2026-05-21,B10-0260/2026,,RC-B10-0260/2026 – After § 5 – Am 4,201,347,19,0,0
193400,2026-05-21,B10-0260/2026,,RC-B10-0260/2026 – After § 5 – Am 5,195,355,15,0,0
193401,2026-05-21,B10-0260/2026,,RC-B10-0260/2026 – § 7 – Am 6,180,383,5,0,0
193403,2026-05-21,,,§ 9,,,,0,0
193404,2026-05-21,,,§ 9,,,,0,0
193406,2026-05-21,B10-0260/2026,,RC-B10-0260/2026 – § 11/1,502,41,28,0,0
193407,2026-05-21,B10-0260/2026,,RC-B10-0260/2026 – § 11/2,435,113,23,0,0
193408,2026-05-21,B10-0260/2026,,RC-B10-0260/2026 – § 12 – Am 7,165,386,18,0,0
193409,2026-05-21,B10-0260/2026,,RC-B10-0260/2026 – § 12 – Am 8,106,386,77,0,0
193410,2026-05-21,B10-0260/2026,,RC-B10-0260/2026 – After recital D – Am 1,184,368,14,0,0
193411,2026-05-21,B10-0260/2026,,RC-B10-0260/2026 – After recital D – Am 2,185,371,13,0,0
193412,2026-05-21,B10-0260/2026,,RC-B10-0260/2026 – Motion for a resolution (as a whole),516,14,39,0,0
193413,2026-05-21,B10-0247/2026,,RC-B10-0247/2026 – After § 2 – Am 1,181,338,36,0,0
193414,2026-05-21,B10-0247/2026,,RC-B10-0247/2026 – § 4 – Am 5,295,189,73,0,0
193416,2026-05-21,B10-0247/2026,,RC-B10-0247/2026 – After § 4 – Am 4/1,155,382,26,0,0
193417,2026-05-21,B10-0247/2026,,RC-B10-0247/2026 – After § 4 – Am 4/2,142,380,36,0,0
193418,2026-05-21,B10-0247/2026,,RC-B10-0247/2026 – After § 4 – Am 2,184,348,28,0,0
193419,2026-05-21,B10-0247/2026,,RC-B10-0247/2026 – § 7 – Am 3,296,252,19,0,0
193420,2026-05-21,B10-0247/2026,,RC-B10-0247/2026 – Motion for a resolution (as a whole),480,5,83,0,0
193437,2026-05-21,,,§ 2,334,173,23,0,0
193470,2026-06-16,,,Proposal for rejection,,,,0,0
193474,2026-06-16,A10-0069/2026,,A10-0069/2026 – Bernd Lange – Provisional agreement – Am 62,440,151,50,0,0
193476,2026-06-16,,,Joint statement by Parliament and the Commission,,,,0,0
193477,2026-06-16,,,Commission statement,,,,0,0
193479,2026-06-16,,,Text as a whole,,,,0,0
193480,2026-06-16,,,"Article 3, § 1, sub§ 1, point d",,,,0,0
193481,2026-06-16,,,After recital 1,,,,0,0
193482,2026-06-16,,,After recital 2,,,,0,0
193483,2026-06-16,,,After recital 2,,,,0,0
193484,2026-06-16,,,After recital 2,,,,0,0
193485,2026-06-16,,,After recital 4,,,,0,0
193486,2026-06-16,,,Commission proposal,,,,0,0
193487,2026-06-16,,,Proposal for a decision,,,,0,0
193488,2026-06-16,,,Proposal for a decision,,,,0,0
193489,2026-06-16,,,Proposal for a decision,344,234,25,0,0
193490,2026-06-16,,,Proposal for a decision,,,,0,0
193492,2026-06-16,A10-0161/2025,,A10-0161/2025 – Céline Imart – Provisional agreement – Am 149,560,75,25,0,0
193493,2026-06-16,A10-0158/2026,,A10-0158/2026 – Johan Van Overtveldt – Draft Council decision,563,44,56,0,0
193500,2026-06-17,,,After § 21,,,,0,0
193502,2026-06-17,,,§ 37,,,,0,0
193511,2026-06-17,A10-0141/2026,,A10-0141/2026 – Andreas Schieder – Motion for a resolution (as a whole),483,103,70,0,0
193513,2026-06-16,,,Proposal for rejection,,,,0,0
193515,2026-06-16,A10-0070/2026,,A10-0070/2026 – Bernd Lange – Provisional agreement – Am 18,444,152,54,0,0
193516,2026-06-16,A10-0148/2026,,A10-0148/2026 – Juan Ignacio Zoido Álvarez – Motion for a resolution,415,105,142,0,0
193517,2026-06-17,A10-0133/2026,,A10-0133/2026 – Karin Karlsbro – Draft Council decision,608,38,15,0,0
193518,2026-06-17,A10-0146/2026,,A10-0146/2026 – Karin Karlsbro – Motion for a resolution,542,52,70,0,0
193519,2026-06-16,,,Alternative motion for a resolution,,,,0,0
193526,2026-06-17,,,After § 54,,,,0,0
193527,2026-06-17,A10-0143/2026,,A10-0143/2026 – Marjan Šarec – Motion for a resolution (as a whole),486,101,75,0,0
193531,2026-06-16,,,§ 6,,,,0,0
193532,2026-06-16,,,After § 16,,,,0,0
193533,2026-06-16,,,After § 16,,,,0,0
193536,2026-06-16,,,After § 20,,,,0,0
193539,2026-06-16,,,Recital A,,,,0,0
193542,2026-06-16,A10-0145/2026,,"A10-0145/2026 – Loránt Vincze, Charles Goerens – Motion for a resolution (as a whole)",426,140,107,0,0
193543,2026-06-17,A10-0157/2026,,A10-0157/2026 – Ilhan Kyuchyuk – Proposal for a Council decision,659,1,1,0,0
193545,2026-06-17,,,"§ 1, point n",,,,0,0
193551,2026-06-17,A10-0150/2026,,A10-0150/2026 – Leoluca Orlando – Motion for a resolution (as a whole),431,111,103,0,0
193552,2026-06-16,,,§ 8,218,340,106,0,0
193553,2026-06-16,A10-0149/2026,,A10-0149/2026 – Bogdan Rzońca – Motion for a resolution (as a whole),602,47,11,0,0
193554,2026-06-17,,,Amendments by the committee responsible – put to the vote collectively,318,291,49,0,0
193556,2026-06-17,,,"Article 1, § 1, after point 1; Directive (EU) 2020/262 - Article 32 – § 3 – point a",288,316,56,0,0
193557,2026-06-17,A10-0160/2026,,A10-0160/2026 – Tomáš Kubín – Commission proposal to the Council,325,304,29,0,0
193559,2026-06-17,,,After § 3,,,,0,0
193560,2026-06-17,,,§ 4,,,,0,0
193561,2026-06-17,,,§ 11,,,,0,0
193562,2026-06-17,,,§ 12,,,,0,0
193564,2026-06-17,,,§ 22,,,,0,0
193565,2026-06-17,,,After § 39,,,,0,0
193566,2026-06-17,,,§ 46,,,,0,0
193567,2026-06-17,,,§ 55,,,,0,0
193568,2026-06-17,,,After recital F,,,,0,0
193569,2026-06-17,,,After recital AD,,,,0,0
193570,2026-06-17,,,After recital AD,,,,0,0
193571,2026-06-17,,,After recital AD,,,,0,0
193572,2026-06-17,A10-0140/2026,,A10-0140/2026 – Rasa Juknevičienė – Motion for a resolution (as a whole),436,145,47,0,0
193573,2026-06-17,A10-0134/2026,,A10-0134/2026 – Saskia Bricmont – Draft Council decision,276,13,9,0,0
193587,2026-06-17,A10-0159/2026,,A10-0159/2026 – Michalis Hadjipantela – Commission proposal to the Council,549,33,84,0,0
193588,2026-06-16,,,Request for an urgent decision,,,,0,0
193593,2026-06-17,,,§ 10,,,,0,0
193594,2026-06-17,,,After § 11,,,,0,0
193596,2026-06-17,,,§ 12,,,,0,0
193597,2026-06-17,,,§ 13,,,,0,0
193599,2026-06-17,,,§ 18,,,,0,0
193600,2026-06-17,,,§ 19,,,,0,0
193601,2026-06-17,,,§ 20,,,,0,0
193603,2026-06-17,,,§ 22,,,,0,0
193604,2026-06-17,,,After § 22,,,,0,0
193605,2026-06-17,,,§ 26,,,,0,0
193606,2026-06-17,,,§ 26,,,,0,0
193608,2026-06-17,,,§ 31,,,,0,0
193609,2026-06-17,,,§ 35,,,,0,0
193614,2026-06-17,,,§ 37,,,,0,0
193615,2026-06-17,,,§ 37,,,,0,0
193618,2026-06-17,,,§ 39,,,,0,0
193623,2026-06-17,,,§ 40,260,357,44,0,0
193624,2026-06-17,,,After § 40,,,,0,0
193625,2026-06-17,,,After § 41,,,,0,0
193627,2026-06-17,,,After § 42,,,,0,0
193630,2026-06-17,,,§ 44,,,,0,0
193631,2026-06-17,,,§ 44,,,,0,0
193632,2026-06-17,,,§ 45,,,,0,0
193638,2026-06-17,,,§ 62,,,,0,0
193640,2026-06-17,,,Recital B,,,,0,0
193641,2026-06-17,,,Recital F,,,,0,0
193642,2026-06-17,,,After recital F,,,,0,0
193643,2026-06-17,,,After recital S,,,,0,0
193644,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – Motion for a resolution (as a whole),381,107,171,0,0
193648,2026-06-18,A10-0158/2025,,"A10-0158/2025 – Jens Gieseke, Paulius Saudargas – Provisional agreement – Am 428",437,112,20,0,0
193650,2026-06-18,,,Text as a whole,,,,0,0
193656,2026-06-18,,,Article 9 – paragraph 1,,,,0,0
193658,2026-06-18,,,Recital 6,,,,0,0
193659,2026-06-18,,,Commission proposal,,,,0,0
193661,2026-06-18,,,"Article 6 – paragraph 3 – § 1 (corresponds to Article 6, paragraph 7, § 2 in Amendment 428)",,,,0,0
193665,2026-06-16,A10-0073/2026,,"A10-0073/2026 – Arba Kokalari, Michael McNamara – Provisional agreement – Am 118",423,57,174,0,0
193667,2026-06-16,,,Text as a whole,,,,0,0
193669,2026-06-16,,,Article 1 – § 1 – after point 2; Regulation (EU) 2024/1689 – Article 2 – § 8,,,,0,0
193670,2026-06-16,,,Article 1 – § 1 – after point 2; Regulation (EU) 2024/1689 – Article 2 – after § 10,,,,0,0
193671,2026-06-16,,,Article 1 – § 1 – after point 2; Regulation (EU) 2024/1689 – after Article 2,,,,0,0
193672,2026-06-16,,,Article 1 – § 1 – after point 5; Regulation (EU) 2024/1689 – Article 6 – § 1,,,,0,0
193673,2026-06-16,,,Article 1 – § 1 – after point 5; Regulation (EU) 2024/1689 – Article 6 – § 1,,,,0,0
193674,2026-06-16,,,Article 1 – § 1 – point 21; Regulation (EU) 2024/1689 – Article 63 – § 1,,,,0,0
193676,2026-06-16,,,Article 1 – § 1 – point 25; Regulation (EU) 2024/1689 – Article 75,,,,0,0
193677,2026-06-16,,,Article 1 – § 1 – after point 26; Regulation (EU) 2024/1689 – after Article 88,,,,0,0
193678,2026-06-16,,,Article 1 – § 1 – point 30 – after point a; Regulation (EU) 2024/1689 – Article 111 – § 2 – after sub§ 1,,,,0,0
193679,2026-06-16,,,Article 1 – § 1 – point 30 – point b; Regulation (EU) 2024/1689 – Article 111 – § 4,,,,0,0
193680,2026-06-16,,,Article 1 – § 1 – point 31 – point a; Regulation (EU) 2024/1689 – Article 113 – § 3 – point d,,,,0,0
193681,2026-06-16,,,Article 1 – § 1 – point 31 – point a; Regulation (EU) 2024/1689 – Article 113 – § 3 – point d,,,,0,0
193683,2026-06-16,,,Article 1 – § 1 – after point 31; Regulation (EU) 2024/1689 – Annex I – Parts A and B,,,,0,0
193684,2026-06-16,,,Article 1 – § 1 – after point 31; Regulation (EU) 2024/1689 – Annex I – Parts A and B,,,,0,0
193685,2026-06-16,,,Commission proposal,,,,0,0
193813,2026-06-17,,,"Article 12, after § 4",328,281,49,0,0
193821,2026-06-17,,,Recital 18,326,287,46,0,0
193822,2026-06-17,A10-0161/2026,,A10-0161/2026 – Tomáš Kubín – Commission proposal to the Council,181,439,38,0,0
193848,2026-06-16,A10-0073/2026,,"A10-0073/2026 – Arba Kokalari, Michael McNamara – Proposal to vote on amendments",135,468,51,0,0
193849,2026-06-16,,,Article 1 – § 1 – point 25; Regulation (EU) 2024/1689 – Article 75,,,,0,0
193850,2026-06-16,,,Article 1 – § 1 – after point 31; Regulation (EU) 2024/1689 – Annex I – Parts A and B,,,,0,0
193851,2026-06-17,,,After § 7,216,391,42,0,0
193852,2026-06-17,,,After § 7,,,,0,0
193853,2026-06-17,,,§ 20,,,,0,0
193855,2026-06-17,,,After § 54,,,,0,0
193856,2026-06-17,,,After § 63,,,,0,0
193857,2026-06-17,A10-0165/2026,,A10-0165/2026 – Ondřej Kolář – Motion for a resolution (as a whole),478,116,54,0,0
193858,2026-06-16,A10-0145/2026,,"A10-0145/2026 – Loránt Vincze, Charles Goerens – After § 4 – Am 10",211,440,2,0,0
193859,2026-06-16,A10-0145/2026,,"A10-0145/2026 – Loránt Vincze, Charles Goerens – After § 4 – Am 11",211,453,2,0,0
193860,2026-06-16,A10-0145/2026,,"A10-0145/2026 – Loránt Vincze, Charles Goerens – After § 5 – Am 1",79,557,26,0,0
193861,2026-06-16,A10-0145/2026,,"A10-0145/2026 – Loránt Vincze, Charles Goerens – § 20 – Am 14",145,519,7,0,0
193862,2026-06-16,A10-0145/2026,,"A10-0145/2026 – Loránt Vincze, Charles Goerens – § 20",480,152,34,0,0
193863,2026-06-16,A10-0145/2026,,"A10-0145/2026 – Loránt Vincze, Charles Goerens – After § 20 – Am 5",202,465,2,0,0
193864,2026-06-16,A10-0145/2026,,"A10-0145/2026 – Loránt Vincze, Charles Goerens – After § 20 – Am 7",202,463,3,0,0
193865,2026-06-16,A10-0145/2026,,"A10-0145/2026 – Loránt Vincze, Charles Goerens – § 21",510,148,13,0,0
193866,2026-06-16,A10-0145/2026,,"A10-0145/2026 – Loránt Vincze, Charles Goerens – § 22 – Am 8",160,464,46,0,0
193867,2026-06-16,A10-0145/2026,,"A10-0145/2026 – Loránt Vincze, Charles Goerens – § 22",462,128,82,0,0
193868,2026-06-16,A10-0145/2026,,"A10-0145/2026 – Loránt Vincze, Charles Goerens – Recital A – Am 2",191,467,13,0,0
193869,2026-06-16,A10-0145/2026,,"A10-0145/2026 – Loránt Vincze, Charles Goerens – After recital A – Am 3",202,461,6,0,0
193871,2026-06-18,,,Motion for a resolution,,,,0,0
193873,2026-06-18,B10-0275/2026,,§ 8,,,,0,0
193875,2026-06-18,B10-0275/2026,,§ 14,,,,0,0
193880,2026-06-18,B10-0275/2026,,§ 20,,,,0,0
193881,2026-06-18,B10-0275/2026,,After § 21,,,,0,0
193882,2026-06-18,B10-0275/2026,,Recital G,,,,0,0
193883,2026-06-18,,,Motion for a resolution (as a whole),,,,0,0
193885,2026-06-18,,,Motion for a resolution,,,,0,0
193887,2026-06-18,,,Motion for a resolution,,,,0,0
193890,2026-06-17,,,§ 52,272,300,69,0,0
193892,2026-06-17,A10-0166/2026,,A10-0166/2026 – Riho Terras – Motion for a resolution (as a whole),412,174,58,0,0
193893,2026-06-16,A10-0142/2026,,A10-0142/2026 – Hannah Neumann – § 7 – Am 2,201,462,7,0,0
193895,2026-06-16,,,§ 25,,,,0,0
193896,2026-06-16,,,§ 25,345,288,36,0,0
193898,2026-06-16,,,§ 26,,,,0,0
193899,2026-06-16,,,§ 26,331,305,34,0,0
193901,2026-06-16,,,§ 38,,,,0,0
193902,2026-06-16,,,§ 38,386,254,30,0,0
193903,2026-06-16,A10-0142/2026,,A10-0142/2026 – Hannah Neumann – § 41,336,288,43,0,0
193905,2026-06-16,,,§ 45,,,,0,0
193906,2026-06-16,,,§ 45,305,356,8,0,0
193908,2026-06-16,,,§ 60,,,,0,0
193909,2026-06-16,,,§ 60,295,364,11,0,0
193911,2026-06-16,,,§ 61,,,,0,0
193912,2026-06-16,,,§ 61,300,354,18,0,0
193913,2026-06-16,A10-0142/2026,,A10-0142/2026 – Hannah Neumann – Motion for a resolution (as a whole),434,128,104,0,0
193915,2026-06-17,,,Motion for a resolution,223,327,24,0,0
193920,2026-06-18,,,After § 6,,,,0,0
193922,2026-06-18,,,§ 10,,,,0,0
193929,2026-06-18,B10-0238/2026,,After § 6,,,,0,0
193933,2026-06-18,B10-0240/2026,,B10-0240/2026,,,,0,0
193934,2026-06-18,B10-0241/2026,,B10-0241/2026,,,,0,0
